Id,Area,Type,Bedrooms,Floors,Parking,YearBuilt,Range,Location,Condition,Garage, Price 
I1639,2137,3 BHK,3,3,Yes,1917,1900-1920,Downtown,Good,Yes," $7,73,983.00 "
I1640,4614,4 BHK,4,1,No,1909,1900-1920,Downtown,Poor,Yes," $6,78,420.00 "
I1641,4053,4 BHK,4,1,No,1991,1981-2000,Downtown,Poor,Yes," $5,65,329.00 "
I1642,1500,2 BHK,2,2,No,1910,1900-1920,Downtown,Fair,No," $1,09,263.00 "
I1643,1350,2 BHK,2,1,No,1996,1981-2000,Urban,Good,No," $7,24,035.00 "
I1644,1888,3 BHK,3,1,No,1964,1961-1980,Downtown,Fair,No," $9,56,587.00 "
I1645,4212,4 BHK,4,2,No,1976,1961-1980,Rural,Poor,No," $1,10,664.00 "
I1646,1867,3 BHK,3,3,Yes,2000,1981-2000,Suburban,Fair,Yes," $4,67,896.00 "
I1647,1321,2 BHK,2,3,Yes,1983,1981-2000,Rural,Fair,No," $9,84,581.00 "
I1648,954,2 BHK,2,2,No,1964,1961-1980,Suburban,Excellent,Yes," $9,56,906.00 "
I1649,2124,3 BHK,3,2,No,1951,1941-1960,Rural,Excellent,No," $3,89,112.00 "
I1650,3272,4 BHK,4,3,Yes,1966,1961-1980,Rural,Excellent,Yes," $9,70,995.00 "
I1651,4226,4 BHK,4,3,Yes,1981,1981-2000,Suburban,Poor,No," $7,51,486.00 "
I1652,3647,4 BHK,4,3,Yes,2004,2001-2020,Urban,Fair,No," $8,17,018.00 "
I1653,4589,4 BHK,4,3,Yes,1977,1961-1980,Downtown,Excellent,Yes," $4,46,608.00 "
I1654,2690,4 BHK,4,3,Yes,1930,1921-1940,Rural,Excellent,Yes," $5,05,473.00 "
I1655,1416,2 BHK,2,2,No,1990,1981-2000,Urban,Excellent,No," $1,17,804.00 "
I1656,4486,4 BHK,4,1,No,1916,1900-1920,Downtown,Poor,Yes," $8,74,832.00 "
I1657,3375,4 BHK,4,3,Yes,1954,1941-1960,Urban,Poor,No," $4,79,767.00 "
I1658,1940,3 BHK,3,3,Yes,2009,2001-2020,Urban,Fair,No," $8,64,520.00 "
I1659,4900,4 BHK,4,1,No,1992,1981-2000,Downtown,Fair,Yes," $2,61,087.00 "
I1660,1235,2 BHK,2,1,No,1935,1921-1940,Rural,Fair,No," $9,92,969.00 "
I1661,4068,4 BHK,4,1,No,2000,1981-2000,Urban,Excellent,No," $4,91,371.00 "
I1662,3838,4 BHK,4,1,No,1925,1921-1940,Rural,Good,Yes," $1,37,893.00 "
I1663,3515,4 BHK,4,1,No,1952,1941-1960,Rural,Poor,No," $8,42,401.00 "
I1664,3389,4 BHK,4,1,No,1916,1900-1920,Rural,Excellent,No," $58,981.00 "
I1665,1461,2 BHK,2,2,No,1985,1981-2000,Downtown,Excellent,No," $4,64,248.00 "
I1666,3489,4 BHK,4,1,No,1924,1921-1940,Suburban,Fair,No," $3,66,235.00 "
I1667,4348,4 BHK,4,1,No,1901,1900-1920,Rural,Fair,Yes," $1,57,154.00 "
I1668,1526,2 BHK,2,2,No,2018,2001-2020,Suburban,Excellent,Yes," $3,36,552.00 "
I1669,4365,4 BHK,4,1,No,1985,1981-2000,Suburban,Poor,Yes," $7,29,601.00 "
I1670,3363,4 BHK,4,3,Yes,1904,1900-1920,Urban,Poor,No," $8,84,372.00 "
I1671,3001,4 BHK,4,3,Yes,1903,1900-1920,Rural,Excellent,Yes," $5,26,154.00 "
I1672,2447,3 BHK,3,1,No,1935,1921-1940,Rural,Good,Yes," $7,56,465.00 "
I1673,1677,3 BHK,3,2,No,1905,1900-1920,Rural,Good,Yes," $2,42,122.00 "
I1674,511,1 BHK,1,3,Yes,2015,2001-2020,Suburban,Poor,No," $53,657.00 "
I1675,4899,4 BHK,4,2,No,1920,1900-1920,Downtown,Fair,Yes," $8,57,662.00 "
I1676,3864,4 BHK,4,3,Yes,1976,1961-1980,Suburban,Good,Yes," $9,86,184.00 "
I1677,3522,4 BHK,4,1,No,2017,2001-2020,Rural,Good,No," $2,63,766.00 "
I1678,3871,4 BHK,4,2,No,2000,1981-2000,Rural,Fair,No," $6,59,019.00 "
I1679,3330,4 BHK,4,2,No,2018,2001-2020,Rural,Good,No," $2,23,412.00 "
I1680,542,1 BHK,1,2,No,1988,1981-2000,Suburban,Excellent,No," $7,41,310.00 "
I1681,1443,2 BHK,2,3,Yes,1925,1921-1940,Rural,Good,No," $7,13,227.00 "
I1682,2890,4 BHK,4,3,Yes,1954,1941-1960,Urban,Fair,No," $7,83,902.00 "
I1683,3045,4 BHK,4,3,Yes,1938,1921-1940,Rural,Excellent,Yes," $54,329.00 "
I1684,2911,4 BHK,4,1,No,1983,1981-2000,Downtown,Good,Yes," $3,48,009.00 "
I1685,1504,2 BHK,2,3,Yes,1932,1921-1940,Urban,Poor,No," $7,72,300.00 "
I1686,520,1 BHK,1,1,No,1913,1900-1920,Rural,Excellent,No," $5,69,897.00 "
I1687,906,2 BHK,2,2,No,1955,1941-1960,Urban,Excellent,Yes," $87,869.00 "
I1688,1514,2 BHK,2,2,No,1999,1981-2000,Rural,Poor,No," $2,47,977.00 "
I1689,4931,4 BHK,4,1,No,1980,1961-1980,Downtown,Poor,No," $9,56,617.00 "
I1690,2338,3 BHK,3,3,Yes,1920,1900-1920,Rural,Good,Yes," $5,48,185.00 "
I1691,3688,4 BHK,4,1,No,1945,1941-1960,Urban,Good,No," $1,33,984.00 "
I1692,1214,2 BHK,2,2,No,1915,1900-1920,Downtown,Fair,No," $9,61,604.00 "
I1693,4646,4 BHK,4,2,No,2009,2001-2020,Suburban,Fair,Yes," $1,51,069.00 "
I1694,4354,4 BHK,4,1,No,1915,1900-1920,Downtown,Excellent,Yes," $2,98,577.00 "
I1695,4919,4 BHK,4,3,Yes,2019,2001-2020,Downtown,Poor,Yes," $9,26,143.00 "
I1696,640,1 BHK,1,3,Yes,1983,1981-2000,Downtown,Poor,Yes," $3,78,396.00 "
I1697,1463,2 BHK,2,1,No,1928,1921-1940,Urban,Fair,Yes," $3,91,530.00 "
I1698,872,2 BHK,2,1,No,1991,1981-2000,Downtown,Excellent,No," $1,68,728.00 "
I1699,4135,4 BHK,4,3,Yes,1907,1900-1920,Rural,Excellent,No," $5,73,846.00 "
I1700,3041,4 BHK,4,2,No,1987,1981-2000,Downtown,Fair,No," $9,69,215.00 "
I1701,4110,4 BHK,4,1,No,1902,1900-1920,Downtown,Fair,No," $75,801.00 "
I1702,2192,3 BHK,3,3,Yes,1988,1981-2000,Rural,Fair,No," $7,92,647.00 "
I1703,605,1 BHK,1,3,Yes,1918,1900-1920,Rural,Good,Yes," $8,09,925.00 "
I1704,2181,3 BHK,3,2,No,1996,1981-2000,Suburban,Excellent,No," $6,64,997.00 "
I1705,4597,4 BHK,4,2,No,1965,1961-1980,Downtown,Excellent,No," $3,65,414.00 "
I1706,4516,4 BHK,4,2,No,1978,1961-1980,Urban,Excellent,No," $5,14,838.00 "
I1707,3136,4 BHK,4,2,No,1985,1981-2000,Downtown,Fair,No," $8,91,967.00 "
I1708,2637,4 BHK,4,2,No,2023,2021-2040,Downtown,Fair,No," $3,05,560.00 "
I1709,3916,4 BHK,4,1,No,1973,1961-1980,Rural,Fair,Yes," $8,18,026.00 "
I1710,4945,4 BHK,4,3,Yes,1981,1981-2000,Suburban,Fair,No," $7,82,119.00 "
I1711,4030,4 BHK,4,1,No,1921,1921-1940,Downtown,Poor,No," $66,220.00 "
I1712,1786,3 BHK,3,1,No,1945,1941-1960,Urban,Fair,No," $3,25,536.00 "
I1713,3679,4 BHK,4,1,No,2012,2001-2020,Downtown,Good,No," $5,28,803.00 "
I1714,4154,4 BHK,4,1,No,1990,1981-2000,Urban,Poor,No," $4,45,462.00 "
I1715,2859,4 BHK,4,1,No,1912,1900-1920,Rural,Poor,No," $3,32,154.00 "
I1716,944,2 BHK,2,2,No,1932,1921-1940,Suburban,Fair,Yes," $1,76,951.00 "
I1717,535,1 BHK,1,2,No,1904,1900-1920,Downtown,Excellent,No," $3,80,502.00 "
I1718,1975,3 BHK,3,3,Yes,1989,1981-2000,Suburban,Fair,Yes," $5,33,419.00 "
I1719,4457,4 BHK,4,1,No,1976,1961-1980,Downtown,Excellent,Yes," $1,98,306.00 "
I1720,2298,3 BHK,3,3,Yes,1926,1921-1940,Urban,Fair,No," $9,32,622.00 "
I1721,2345,3 BHK,3,2,No,2020,2001-2020,Suburban,Fair,No," $6,90,083.00 "
I1722,1908,3 BHK,3,2,No,1977,1961-1980,Downtown,Excellent,No," $4,92,667.00 "
I1723,2208,3 BHK,3,2,No,1923,1921-1940,Rural,Excellent,Yes," $9,59,222.00 "
I1724,3438,4 BHK,4,1,No,1966,1961-1980,Urban,Excellent,No," $1,75,223.00 "
I1725,1800,3 BHK,3,1,No,2010,2001-2020,Suburban,Excellent,No," $5,72,886.00 "
I1726,1743,3 BHK,3,2,No,2014,2001-2020,Downtown,Good,No," $6,49,493.00 "
I1727,4476,4 BHK,4,3,Yes,1962,1961-1980,Suburban,Excellent,Yes," $4,65,000.00 "
I1728,3597,4 BHK,4,3,Yes,2012,2001-2020,Downtown,Fair,Yes," $9,97,176.00 "
I1729,509,1 BHK,1,2,No,1993,1981-2000,Urban,Fair,No," $51,082.00 "
I1730,2925,4 BHK,4,3,Yes,1998,1981-2000,Rural,Good,Yes," $4,54,364.00 "
I1731,2160,3 BHK,3,2,No,1947,1941-1960,Urban,Excellent,No," $2,08,566.00 "
I1732,3131,4 BHK,4,3,Yes,1962,1961-1980,Suburban,Fair,Yes," $9,11,525.00 "
I1733,1572,2 BHK,2,2,No,1977,1961-1980,Suburban,Good,No," $3,64,096.00 "
I1734,3725,4 BHK,4,3,Yes,1911,1900-1920,Downtown,Fair,Yes," $86,719.00 "
I1735,1816,3 BHK,3,1,No,1927,1921-1940,Urban,Good,No," $98,737.00 "
I1736,4645,4 BHK,4,2,No,1943,1941-1960,Downtown,Good,No," $5,02,669.00 "
I1737,4183,4 BHK,4,2,No,1992,1981-2000,Urban,Poor,Yes," $1,57,271.00 "
I1738,3773,4 BHK,4,3,Yes,1942,1941-1960,Suburban,Poor,Yes," $7,44,896.00 "
I1739,645,1 BHK,1,2,No,1916,1900-1920,Downtown,Excellent,Yes," $2,31,676.00 "
I1740,3540,4 BHK,4,2,No,1939,1921-1940,Downtown,Poor,Yes," $4,94,049.00 "
I1741,1962,3 BHK,3,2,No,1948,1941-1960,Urban,Good,Yes," $9,81,543.00 "
I1742,2084,3 BHK,3,1,No,1984,1981-2000,Rural,Fair,No," $6,42,127.00 "
I1743,982,2 BHK,2,1,No,1956,1941-1960,Urban,Fair,No," $8,84,363.00 "
I1744,3679,4 BHK,4,3,Yes,1986,1981-2000,Rural,Excellent,Yes," $3,52,069.00 "
I1745,1749,3 BHK,3,1,No,1983,1981-2000,Urban,Poor,No," $2,32,075.00 "
I1746,1130,2 BHK,2,3,Yes,1963,1961-1980,Suburban,Excellent,No," $4,92,113.00 "
I1747,1161,2 BHK,2,1,No,1974,1961-1980,Downtown,Good,Yes," $1,37,745.00 "
I1748,4003,4 BHK,4,3,Yes,1956,1941-1960,Urban,Poor,No," $1,76,298.00 "
I1749,3352,4 BHK,4,1,No,2020,2001-2020,Suburban,Excellent,No," $6,67,997.00 "
I1750,2966,4 BHK,4,1,No,1997,1981-2000,Urban,Fair,Yes," $3,54,431.00 "
I1751,1487,2 BHK,2,3,Yes,1973,1961-1980,Downtown,Fair,Yes," $7,96,086.00 "
I1752,2046,3 BHK,3,2,No,1973,1961-1980,Urban,Excellent,No," $4,76,228.00 "
I1753,1149,2 BHK,2,2,No,2006,2001-2020,Rural,Excellent,Yes," $6,81,540.00 "
I1754,1468,2 BHK,2,1,No,2023,2021-2040,Downtown,Excellent,No," $7,47,143.00 "
I1755,3137,4 BHK,4,3,Yes,1969,1961-1980,Rural,Good,Yes," $4,21,467.00 "
I1756,1600,2 BHK,2,2,No,1999,1981-2000,Suburban,Good,Yes," $5,11,531.00 "
I1757,940,2 BHK,2,3,Yes,1987,1981-2000,Suburban,Fair,Yes," $7,89,126.00 "
I1758,1269,2 BHK,2,2,No,1975,1961-1980,Urban,Good,Yes," $4,89,707.00 "
I1759,1843,3 BHK,3,3,Yes,1942,1941-1960,Rural,Good,No," $2,70,013.00 "
I1760,4858,4 BHK,4,1,No,2018,2001-2020,Rural,Poor,Yes," $5,01,800.00 "
I1761,4229,4 BHK,4,3,Yes,1922,1921-1940,Downtown,Good,Yes," $8,49,235.00 "
I1762,4406,4 BHK,4,2,No,1926,1921-1940,Rural,Poor,No," $2,30,697.00 "
I1763,2077,3 BHK,3,1,No,1957,1941-1960,Rural,Good,No," $6,93,107.00 "
I1764,4508,4 BHK,4,3,Yes,2020,2001-2020,Downtown,Fair,No," $9,29,793.00 "
I1765,3851,4 BHK,4,2,No,2008,2001-2020,Downtown,Excellent,No," $63,698.00 "
I1766,2849,4 BHK,4,1,No,1936,1921-1940,Rural,Fair,Yes," $65,376.00 "
I1767,4102,4 BHK,4,3,Yes,1905,1900-1920,Urban,Good,No," $5,26,870.00 "
I1768,1741,3 BHK,3,2,No,1964,1961-1980,Downtown,Excellent,Yes," $3,25,261.00 "
I1769,1625,3 BHK,3,3,Yes,1905,1900-1920,Downtown,Excellent,No," $2,86,591.00 "
I1770,3101,4 BHK,4,3,Yes,1949,1941-1960,Rural,Excellent,Yes," $4,81,172.00 "
I1771,1690,3 BHK,3,1,No,1921,1921-1940,Rural,Poor,No," $98,786.00 "
I1772,4631,4 BHK,4,1,No,2004,2001-2020,Downtown,Fair,Yes," $6,87,293.00 "
I1773,4948,4 BHK,4,2,No,1987,1981-2000,Rural,Poor,Yes," $2,68,850.00 "
I1774,572,1 BHK,1,1,No,1924,1921-1940,Downtown,Excellent,No," $3,78,624.00 "
I1775,2414,3 BHK,3,2,No,1978,1961-1980,Urban,Fair,Yes," $7,37,055.00 "
I1776,2972,4 BHK,4,3,Yes,1989,1981-2000,Urban,Fair,Yes," $9,69,015.00 "
I1777,3546,4 BHK,4,3,Yes,1971,1961-1980,Downtown,Good,Yes," $8,89,665.00 "
I1778,1207,2 BHK,2,2,No,1950,1941-1960,Downtown,Poor,Yes," $4,23,166.00 "
I1779,2304,3 BHK,3,3,Yes,1987,1981-2000,Suburban,Poor,No," $4,65,718.00 "
I1780,4213,4 BHK,4,1,No,1947,1941-1960,Suburban,Good,Yes," $4,93,226.00 "
I1781,3064,4 BHK,4,3,Yes,2001,2001-2020,Rural,Poor,Yes," $1,42,529.00 "
I1782,2975,4 BHK,4,1,No,1969,1961-1980,Rural,Excellent,No," $5,17,121.00 "
I1783,4110,4 BHK,4,2,No,2017,2001-2020,Downtown,Excellent,No," $8,15,784.00 "
I1784,4755,4 BHK,4,2,No,1998,1981-2000,Downtown,Poor,No," $4,89,705.00 "
I1785,3323,4 BHK,4,3,Yes,2005,2001-2020,Suburban,Good,Yes," $6,75,207.00 "
I1786,2235,3 BHK,3,3,Yes,1964,1961-1980,Suburban,Fair,Yes," $9,19,965.00 "
I1787,2085,3 BHK,3,1,No,1959,1941-1960,Downtown,Poor,No," $5,24,381.00 "
I1788,566,1 BHK,1,1,No,1945,1941-1960,Urban,Fair,Yes," $9,99,453.00 "
I1789,3561,4 BHK,4,3,Yes,1935,1921-1940,Urban,Good,No," $5,22,803.00 "
I1790,2928,4 BHK,4,3,Yes,1957,1941-1960,Rural,Fair,Yes," $5,36,275.00 "
I1791,4653,4 BHK,4,2,No,1975,1961-1980,Downtown,Good,No," $7,72,670.00 "
I1792,841,2 BHK,2,2,No,1937,1921-1940,Downtown,Good,Yes," $2,59,870.00 "
I1793,3274,4 BHK,4,2,No,1910,1900-1920,Rural,Excellent,No," $6,43,695.00 "
I1794,3317,4 BHK,4,3,Yes,1911,1900-1920,Suburban,Excellent,Yes," $6,48,097.00 "
I1795,3161,4 BHK,4,3,Yes,1941,1941-1960,Suburban,Good,No," $3,29,373.00 "
I1796,1732,3 BHK,3,3,Yes,2013,2001-2020,Urban,Poor,Yes," $9,94,889.00 "
I1797,4374,4 BHK,4,2,No,1938,1921-1940,Downtown,Excellent,Yes," $6,16,464.00 "
I1798,2901,4 BHK,4,3,Yes,1970,1961-1980,Suburban,Good,Yes," $6,69,113.00 "
I1799,1994,3 BHK,3,1,No,1910,1900-1920,Urban,Fair,No," $9,70,764.00 "
I1800,4711,4 BHK,4,3,Yes,1935,1921-1940,Urban,Fair,Yes," $1,47,555.00 "
I1801,1161,2 BHK,2,3,Yes,1951,1941-1960,Urban,Poor,Yes," $5,77,433.00 "
I1802,4383,4 BHK,4,3,Yes,1930,1921-1940,Suburban,Fair,Yes," $1,47,289.00 "
I1803,4119,4 BHK,4,3,Yes,1932,1921-1940,Suburban,Fair,No," $7,13,162.00 "
I1804,2368,3 BHK,3,3,Yes,1912,1900-1920,Downtown,Good,Yes," $8,38,695.00 "
I1805,2834,4 BHK,4,1,No,1917,1900-1920,Downtown,Fair,No," $4,70,129.00 "
I1806,3874,4 BHK,4,1,No,1940,1921-1940,Urban,Fair,Yes," $1,07,788.00 "
I1807,1516,2 BHK,2,3,Yes,1957,1941-1960,Urban,Fair,No," $7,13,515.00 "
I1808,4906,4 BHK,4,2,No,1955,1941-1960,Suburban,Fair,No," $7,06,282.00 "
I1809,707,1 BHK,1,3,Yes,1923,1921-1940,Suburban,Good,Yes," $7,77,591.00 "
I1810,3165,4 BHK,4,3,Yes,1972,1961-1980,Downtown,Fair,No," $2,01,744.00 "
I1811,2993,4 BHK,4,3,Yes,1930,1921-1940,Downtown,Poor,No," $2,19,598.00 "
I1812,1132,2 BHK,2,2,No,1954,1941-1960,Rural,Excellent,Yes," $8,81,776.00 "
I1813,2602,4 BHK,4,2,No,2004,2001-2020,Downtown,Poor,No," $9,59,251.00 "
I1814,3459,4 BHK,4,2,No,1909,1900-1920,Suburban,Excellent,No," $4,62,230.00 "
I1815,3583,4 BHK,4,1,No,1959,1941-1960,Urban,Poor,No," $6,47,640.00 "
I1816,2431,3 BHK,3,2,No,1901,1900-1920,Rural,Excellent,No," $5,34,495.00 "
I1817,4219,4 BHK,4,1,No,2001,2001-2020,Downtown,Excellent,Yes," $3,52,468.00 "
I1818,3062,4 BHK,4,1,No,1914,1900-1920,Downtown,Excellent,No," $5,57,745.00 "
I1819,2179,3 BHK,3,2,No,1902,1900-1920,Suburban,Excellent,No," $9,30,507.00 "
I1820,736,1 BHK,1,2,No,1942,1941-1960,Rural,Good,Yes," $2,76,710.00 "
I1821,4943,4 BHK,4,2,No,1930,1921-1940,Downtown,Poor,Yes," $7,44,058.00 "
I1822,2040,3 BHK,3,1,No,1969,1961-1980,Urban,Excellent,No," $9,13,601.00 "
I1823,4443,4 BHK,4,3,Yes,1966,1961-1980,Suburban,Poor,Yes," $8,59,816.00 "
I1824,863,2 BHK,2,2,No,1955,1941-1960,Rural,Fair,Yes," $5,77,800.00 "
I1825,2868,4 BHK,4,2,No,1962,1961-1980,Downtown,Excellent,Yes," $9,73,570.00 "
I1826,785,1 BHK,1,2,No,1974,1961-1980,Downtown,Poor,Yes," $7,36,860.00 "
I1827,648,1 BHK,1,1,No,1914,1900-1920,Rural,Good,Yes," $1,73,775.00 "
I1828,4537,4 BHK,4,1,No,2008,2001-2020,Suburban,Poor,Yes," $1,28,743.00 "
I1829,2266,3 BHK,3,3,Yes,2015,2001-2020,Rural,Excellent,Yes," $3,97,786.00 "
I1830,1512,2 BHK,2,2,No,1991,1981-2000,Rural,Fair,Yes," $4,41,731.00 "
I1831,3331,4 BHK,4,1,No,1909,1900-1920,Suburban,Poor,Yes," $6,54,146.00 "
I1832,3007,4 BHK,4,3,Yes,1937,1921-1940,Downtown,Fair,No," $6,29,088.00 "
I1833,2023,3 BHK,3,2,No,1946,1941-1960,Urban,Good,No," $5,06,356.00 "
I1834,3285,4 BHK,4,1,No,1956,1941-1960,Suburban,Poor,No," $6,74,652.00 "
I1835,3056,4 BHK,4,2,No,1949,1941-1960,Urban,Poor,No," $5,55,533.00 "
I1836,4225,4 BHK,4,2,No,2013,2001-2020,Downtown,Good,No," $3,14,531.00 "
I1837,2101,3 BHK,3,1,No,1970,1961-1980,Rural,Good,Yes," $2,37,232.00 "
I1838,2908,4 BHK,4,1,No,1914,1900-1920,Urban,Good,Yes," $7,78,927.00 "
I1839,840,2 BHK,2,1,No,1917,1900-1920,Downtown,Excellent,No," $1,82,871.00 "
I1840,3317,4 BHK,4,2,No,1981,1981-2000,Downtown,Excellent,No," $1,69,095.00 "
I1841,2996,4 BHK,4,2,No,2015,2001-2020,Rural,Poor,Yes," $6,09,836.00 "
I1842,2225,3 BHK,3,3,Yes,2004,2001-2020,Rural,Poor,No," $1,40,450.00 "
I1843,2189,3 BHK,3,2,No,1987,1981-2000,Downtown,Poor,Yes," $6,79,957.00 "
I1844,3767,4 BHK,4,1,No,1901,1900-1920,Downtown,Fair,No," $9,16,603.00 "
I1845,4906,4 BHK,4,2,No,2003,2001-2020,Urban,Good,Yes," $4,83,595.00 "
I1846,761,1 BHK,1,3,Yes,1983,1981-2000,Downtown,Poor,No," $3,57,558.00 "
I1847,1942,3 BHK,3,3,Yes,1997,1981-2000,Downtown,Good,Yes," $6,47,359.00 "
I1848,905,2 BHK,2,1,No,1942,1941-1960,Urban,Excellent,No," $6,87,096.00 "
I1849,2690,4 BHK,4,1,No,1925,1921-1940,Suburban,Good,No," $5,50,884.00 "
I1850,4937,4 BHK,4,3,Yes,1970,1961-1980,Urban,Fair,Yes," $1,28,591.00 "
I1851,743,1 BHK,1,3,Yes,1937,1921-1940,Urban,Fair,Yes," $7,98,501.00 "
I1852,4607,4 BHK,4,3,Yes,1993,1981-2000,Rural,Good,No," $3,16,441.00 "
I1853,1060,2 BHK,2,1,No,1941,1941-1960,Urban,Fair,No," $6,83,801.00 "
I1854,4637,4 BHK,4,3,Yes,1904,1900-1920,Downtown,Fair,Yes," $9,65,100.00 "
I1855,3225,4 BHK,4,3,Yes,1910,1900-1920,Downtown,Excellent,Yes," $9,22,911.00 "
I1856,1093,2 BHK,2,1,No,1964,1961-1980,Downtown,Poor,Yes," $1,48,752.00 "
I1857,2326,3 BHK,3,2,No,1933,1921-1940,Suburban,Fair,No," $1,86,080.00 "
I1858,3729,4 BHK,4,2,No,2019,2001-2020,Downtown,Poor,No," $2,67,885.00 "
I1859,3787,4 BHK,4,3,Yes,1900,1900-1920,Suburban,Good,Yes," $4,27,625.00 "
I1860,4573,4 BHK,4,2,No,1982,1981-2000,Downtown,Good,No," $1,97,892.00 "
I1861,633,1 BHK,1,2,No,1901,1900-1920,Urban,Fair,No," $5,14,764.00 "
I1862,3638,4 BHK,4,2,No,1984,1981-2000,Rural,Good,Yes," $2,03,325.00 "
I1863,4419,4 BHK,4,2,No,1919,1900-1920,Downtown,Excellent,No," $4,72,418.00 "
I1864,572,1 BHK,1,3,Yes,1960,1941-1960,Suburban,Fair,Yes," $9,96,740.00 "
I1865,4994,4 BHK,4,2,No,1986,1981-2000,Suburban,Fair,Yes," $6,41,444.00 "
I1866,4725,4 BHK,4,2,No,1920,1900-1920,Rural,Fair,No," $8,17,248.00 "
I1867,3478,4 BHK,4,1,No,1987,1981-2000,Downtown,Good,No," $1,10,263.00 "
I1868,4861,4 BHK,4,3,Yes,1967,1961-1980,Urban,Good,Yes," $9,55,428.00 "
I1869,2485,3 BHK,3,1,No,1911,1900-1920,Downtown,Fair,Yes," $6,73,540.00 "
I1870,1292,2 BHK,2,1,No,1921,1921-1940,Downtown,Poor,Yes," $1,68,632.00 "
I1871,4759,4 BHK,4,3,Yes,1919,1900-1920,Rural,Good,No," $9,11,287.00 "
I1872,594,1 BHK,1,2,No,1981,1981-2000,Downtown,Good,Yes," $66,575.00 "
I1873,1633,3 BHK,3,1,No,1900,1900-1920,Urban,Fair,Yes," $3,24,348.00 "
I1874,737,1 BHK,1,3,Yes,1929,1921-1940,Suburban,Poor,Yes," $61,952.00 "
I1875,3446,4 BHK,4,2,No,1996,1981-2000,Rural,Fair,Yes," $5,69,826.00 "
I1876,3030,4 BHK,4,3,Yes,1923,1921-1940,Urban,Good,No," $1,33,323.00 "
I1877,2460,3 BHK,3,1,No,1913,1900-1920,Suburban,Fair,No," $7,56,502.00 "
I1878,1548,2 BHK,2,2,No,1935,1921-1940,Rural,Fair,Yes," $2,14,944.00 "
I1879,3029,4 BHK,4,2,No,1968,1961-1980,Rural,Fair,No," $7,34,736.00 "
I1880,3464,4 BHK,4,3,Yes,1974,1961-1980,Suburban,Poor,No," $7,71,444.00 "
I1881,1463,2 BHK,2,2,No,1923,1921-1940,Suburban,Fair,No," $1,92,712.00 "
I1882,1036,2 BHK,2,1,No,1959,1941-1960,Urban,Good,Yes," $3,38,581.00 "
I1883,4723,4 BHK,4,1,No,1994,1981-2000,Downtown,Fair,No," $1,77,129.00 "
I1884,4179,4 BHK,4,1,No,1954,1941-1960,Downtown,Poor,No," $9,24,113.00 "
I1885,4687,4 BHK,4,3,Yes,1976,1961-1980,Downtown,Excellent,Yes," $8,28,810.00 "
I1886,4224,4 BHK,4,2,No,1979,1961-1980,Downtown,Poor,Yes," $5,82,191.00 "
I1887,1042,2 BHK,2,2,No,1923,1921-1940,Downtown,Fair,No," $2,64,776.00 "
I1888,1345,2 BHK,2,2,No,1976,1961-1980,Urban,Excellent,No," $6,01,151.00 "
I1889,4103,4 BHK,4,1,No,1923,1921-1940,Rural,Fair,Yes," $3,55,525.00 "
I1890,3536,4 BHK,4,2,No,1953,1941-1960,Urban,Poor,Yes," $8,64,980.00 "
I1891,2994,4 BHK,4,1,No,1925,1921-1940,Urban,Excellent,Yes," $4,93,172.00 "
I1892,4985,4 BHK,4,2,No,1965,1961-1980,Urban,Excellent,Yes," $5,85,755.00 "
I1893,3219,4 BHK,4,1,No,1979,1961-1980,Rural,Fair,No," $3,70,098.00 "
I1894,2384,3 BHK,3,2,No,1937,1921-1940,Urban,Fair,Yes," $3,36,045.00 "
I1895,4638,4 BHK,4,3,Yes,2009,2001-2020,Urban,Poor,No," $8,59,733.00 "
I1896,4849,4 BHK,4,3,Yes,1964,1961-1980,Rural,Fair,No," $9,61,118.00 "
I1897,3701,4 BHK,4,1,No,2012,2001-2020,Urban,Excellent,No," $8,07,902.00 "
I1898,3210,4 BHK,4,1,No,1974,1961-1980,Downtown,Good,Yes," $9,21,612.00 "
I1899,2453,3 BHK,3,2,No,1950,1941-1960,Suburban,Good,Yes," $6,44,191.00 "
I1900,4350,4 BHK,4,2,No,1934,1921-1940,Urban,Poor,No," $4,16,099.00 "
I1901,1189,2 BHK,2,3,Yes,1942,1941-1960,Suburban,Fair,No," $9,83,708.00 "
I1902,2450,3 BHK,3,2,No,1928,1921-1940,Urban,Poor,No," $5,94,043.00 "
I1903,956,2 BHK,2,1,No,1936,1921-1940,Urban,Good,No," $3,71,961.00 "
I1904,2630,4 BHK,4,1,No,1980,1961-1980,Downtown,Good,No," $8,38,525.00 "
I1905,4476,4 BHK,4,1,No,1957,1941-1960,Rural,Fair,Yes," $3,06,094.00 "
I1906,4744,4 BHK,4,1,No,1953,1941-1960,Suburban,Excellent,Yes," $5,12,753.00 "
I1907,1679,3 BHK,3,1,No,1938,1921-1940,Rural,Fair,Yes," $9,32,751.00 "
I1908,4785,4 BHK,4,3,Yes,1941,1941-1960,Downtown,Good,No," $3,35,084.00 "
I1909,4065,4 BHK,4,3,Yes,1927,1921-1940,Downtown,Excellent,No," $7,49,400.00 "
I1910,1382,2 BHK,2,1,No,1928,1921-1940,Suburban,Poor,Yes," $7,03,002.00 "
I1911,899,2 BHK,2,2,No,1942,1941-1960,Rural,Good,Yes," $1,41,544.00 "
